APP_NUMBER,AMOUNT_FUNDED,INDUSTRY,COUNTRY,ANNUAL_REVENUE,YEARS_IN_BUS,FUNDED_DATE
CD2108060561,102635.5,CONSTRUCTION,USA,"Under 250,000",10+ years,8/19/2021
CD2103240938,250945,AGGREGATE,USA,"1,000,000 - 5,000,000",10+ years,3/26/2021
CD2202250878,95037.66,CONSTRUCTION,USA,"5,000,000 - 10,000,000",8 years,3/1/2022
CD2101250254,46882.4,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",7 years,2/17/2021
CD2108060564,53483.15,DEALER,USA,"1,000,000 - 5,000,000",7 years,8/23/2021
CD2103240900,23466.98,CONSTRUCTION,USA,"Under 250,000",2 years,4/6/2021
CD2112220533,68395,FORESTRY,USA,"1,000,000 - 5,000,000",10+ years,1/7/2022
CD2101250256,61285,AGGREGATE,USA,"1,000,000 - 5,000,000",10+ years,1/29/2021
CD2108060550,20000,CONSTRUCTION,USA,"Under 250,000",10+ years,8/26/2021
CD2012230351,43199.3,CONSTRUCTION,USA,"250,000 - 500,000",3 years,1/29/2021
CD2108060205,20538.07,OTHER,USA,"250,000 - 500,000",10+ years,8/12/2021
CD2012230264,10741.5,AGRICULTURE,USA,"1,000,000 - 5,000,000",10+ years,3/9/2021
CD2202251218,52093.54,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",6 years,4/6/2022
CD2012070848,16566,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",4 years,1/21/2021
CD2105181443,59032.19,CONSTRUCTION,USA,"Over 10,000,000",9 years,5/19/2021
CD2012071011,41605,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,2/12/2021
CD2112071594,20000,AGRICULTURE,CAN,"Under 250,000",10+ years,12/21/2021
CD2108310597,56374.71,FORESTRY,CAN,"250,000 - 500,000",4 years,11/8/2021
CD2108060455,93095,CONSTRUCTION,USA,"Under 250,000",7 years,9/3/2021
CD2105171082,137795,CONSTRUCTION,CAN,"Over 10,000,000",10+ years,5/18/2021
CD2105181396,74945,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",10+ years,5/27/2021
CD2109221312,94287.87,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,10/15/2021
CD2108060448,75995,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",8 years,11/3/2021
CD2105170805,69800,DEALER,CAN,"250,000 - 500,000",10+ years,6/24/2021
CD2108060441,76769.6,CONSTRUCTION,USA,"250,000 - 500,000",7 years,8/24/2021
CD2102260996,104325.6,CONSTRUCTION,USA,"1,000,000 - 5,000,000",6 years,3/4/2021
CD2108060459,37874.14,CONSTRUCTION,USA,"Under 250,000",3 years,8/10/2021
CD2011031156,53491.93,MANUFACTURING,CAN,"1,000,000 - 5,000,000",7 years,3/12/2021
CD2105181320,80778.65,AGGREGATE,CAN,"250,000 - 500,000",10+ years,5/21/2021
CD2012150517,50062.4,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,1/13/2021
CD2111230892,100596.92,CONSTRUCTION,USA,"500,000 - 1,000,000",7 years,11/24/2021
CD2012150623,49385,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,2/26/2021
CD2111231209,19975.32,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",10+ years,12/15/2021
CD2012300284,19380.78,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,2/9/2021
CD2111231043,52529.45,AGRICULTURE,CAN,"250,000 - 500,000",10+ years,12/30/2021
CD2012300321,23401,OTHER,USA,"Under 250,000",1 year,1/21/2021
CD2111231288,43692.4,AGRICULTURE,USA,"500,000 - 1,000,000",10+ years,12/22/2021
CD2101110560,49777.55,OTHER,USA,"500,000 - 1,000,000",10+ years,3/2/2021
CD2111230937,110995,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,12/22/2021
CD2012100403,44890,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,2/19/2021
CD2107150258,43181.35,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",1 year,8/9/2021
CD2101050211,28061,LONG-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",10+ years,1/8/2021
CD2105181474,22995,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",8 years,5/24/2021
CD2101050178,59280,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",4 years,1/20/2021
CD2111230913,46420,CONSTRUCTION,CAN,"500,000 - 1,000,000",3 years,12/7/2021
CD2101050247,78700,CONSTRUCTION,USA,"5,000,000 - 10,000,000",10+ years,1/7/2021
CD2108310663,85350,CONSTRUCTION,USA,"5,000,000 - 10,000,000",4 years,9/7/2021
CD2012010837,47580,SHORT-HAUL TRANSPORTATION,USA,"250,000 - 500,000",10+ years,3/23/2021
CD2112071347,160585,CONSTRUCTION,USA,"Under 250,000",10+ years,2/8/2022
CD2101050229,10460.28,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,1/6/2021
CD2112071354,48235,AGRICULTURE,CAN,"500,000 - 1,000,000",10+ years,12/13/2021
CD2105121233,30516.53,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",8 years,6/7/2021
CD2107150358,125195,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",8 years,7/30/2021
CD2201310180,42974.87,OTHER,USA,"Under 250,000",10+ years,2/22/2022
CD2111231218,10938,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",1 year,3/11/2022
CD2201190660,54995,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,1/24/2022
CD2112071194,54864.81,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",4 years,12/9/2021
CD2201190543,55593.11,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,5/11/2022
CD2107150493,21369,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",8 years,7/30/2021
CD2201190444,93458,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",8 years,3/7/2022
CD2111231242,77975.54,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",6 years,12/9/2021
CD2201190455,62249.22,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,3/2/2022
CD2111240359,272535,AGRICULTURE,CAN,"1,000,000 - 5,000,000",10+ years,11/24/2021
CD2201110329,52254.18,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",10+ years,2/15/2022
CD2112071358,67890,SHORT-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",10+ years,4/21/2022
CD2201110332,27077.5,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",5 years,2/17/2022
CD2202280392,26006.99,CONSTRUCTION,USA,"250,000 - 500,000",3 years,2/28/2022
CD2201110374,131861.4,FORESTRY,CAN,"500,000 - 1,000,000",10+ years,1/18/2022
CD2202280321,12276.75,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",0 years,3/9/2022
CD2201110430,27510,CONSTRUCTION,CAN,"250,000 - 500,000",5 years,1/28/2022
CD2112071589,123651.57,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",7 years,2/24/2022
CD2201110478,50545,OTHER,USA,"1,000,000 - 5,000,000",10+ years,1/18/2022
CD2112071464,200955,LONG-HAUL TRANSPORTATION,USA,"5,000,000 - 10,000,000",9 years,1/27/2022
CD2201110401,30106.47,CONSTRUCTION,USA,"Under 250,000",8 years,3/15/2022
CD2107150406,133696.54,OTHER,USA,"Over 10,000,000",9 years,8/10/2021
CD2201110863,17400,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",0 years,2/9/2022
CD2107150831,47600,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,7/26/2021
CD2201110896,18848.08,CONSTRUCTION,USA,"Over 10,000,000",10+ years,1/12/2022
CD2107150437,28320,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",6 years,8/3/2021
CD2201110682,137375,CONSTRUCTION,USA,"1,000,000 - 5,000,000",7 years,1/20/2022
CD2111240033,35173.25,MATERIAL HANDLING,CAN,"Under 250,000",0 years,11/24/2021
CD2201110755,92212.74,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,1/13/2022
CD2111231085,21260,AGRICULTURE,CAN,"Under 250,000",9 years,11/25/2021
CD2201110774,68443.48,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",10+ years,1/14/2022
CD2107150600,88995,CONSTRUCTION,USA,"1,000,000 - 5,000,000",8 years,8/10/2021
CD2201110765,65205,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,1/17/2022
CD2111240373,135035,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,12/3/2021
CD2201120017,22319.5,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",4 years,4/12/2022
CD2111231196,29195,AGRICULTURE,CAN,"250,000 - 500,000",10+ years,11/25/2021
CD2201110961,184633,CONSTRUCTION,CAN,"5,000,000 - 10,000,000",10+ years,2/23/2022
CD2111231117,28260,SHORT-HAUL TRANSPORTATION,CAN,"Over 10,000,000",10+ years,12/14/2021
CD2201110975,12765.7,CONSTRUCTION,USA,"Under 250,000",3 years,1/28/2022
CD2111231270,85979,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",10+ years,12/21/2021
CD2201120007,77914.7,CONSTRUCTION,USA,"500,000 - 1,000,000",4 years,5/4/2022
CD2107150613,70395,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",5 years,7/16/2021
CD2201310242,94262.5,LONG-HAUL TRANSPORTATION,CAN,"Under 250,000",4 years,2/8/2022
CD2111240371,39583,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,12/15/2021
CD2201310586,63120.19,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,2/3/2022
CD2111051010,27982.5,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,11/10/2021
CD2201310342,240995,AGGREGATE,USA,"Over 10,000,000",10+ years,2/8/2022
CD2111240515,64776.56,FORESTRY,CAN,"500,000 - 1,000,000",10+ years,11/25/2021
CD2201190424,294304.5,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",2 years,3/11/2022
CD2105261282,220705,CONSTRUCTION,CAN,"5,000,000 - 10,000,000",10+ years,5/28/2021
CD2201310654,39419.62,CONSTRUCTION,USA,"Under 250,000",10+ years,2/4/2022
CD2111240272,9902.64,AGRICULTURE,CAN,"250,000 - 500,000",10+ years,11/26/2021
CD2201310459,5191.13,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,2/11/2022
CD2111050922,35898.17,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",7 years,12/14/2021
CD2201310437,224086.35,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",3 years,2/23/2022
CD2105190311,49140,MANUFACTURING,USA,"250,000 - 500,000",8 years,5/25/2021
CD2201310413,37641.43,CONSTRUCTION,USA,"Under 250,000",6 years,2/4/2022
CD2105190436,38040.52,CONSTRUCTION,USA,"Under 250,000",2 years,5/19/2021
CD2201310532,140364.75,AGRICULTURE,CAN,"250,000 - 500,000",10+ years,2/2/2022
CD2008130332,102780,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",8 years,2/3/2021
CD2201190481,15801.52,SHORT-HAUL TRANSPORTATION,USA,"250,000 - 500,000",3 years,1/21/2022
CD2107150563,46790,SHORT-HAUL TRANSPORTATION,USA,"250,000 - 500,000",10+ years,7/29/2021
CD2201190512,37790,FORESTRY,USA,"1,000,000 - 5,000,000",10+ years,2/2/2022
CD2111050992,192661.72,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",6 years,11/22/2021
CD2201240736,84408.05,CONSTRUCTION,USA,"Over 10,000,000",8 years,1/27/2022
CD2202280417,57522.8,CONSTRUCTION,USA,"Over 10,000,000",10+ years,3/2/2022
CD2201120422,49795,AGRICULTURE,CAN,"1,000,000 - 5,000,000",10+ years,1/17/2022
CD2202280685,74455,LONG-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",7 years,3/3/2022
CD2201120423,45678.25,FORESTRY,USA,"Under 250,000",2 years,1/14/2022
CD2202280714,128827.45,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,3/7/2022
CD2201120496,153445,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",5 years,1/17/2022
CD2202280342,35347.01,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",7 years,3/2/2022
CD2201120307,169491,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,1/24/2022
CD2112071557,349020,LONG-HAUL TRANSPORTATION,USA,"5,000,000 - 10,000,000",10+ years,12/13/2021
CD2201280221,35533.98,CONSTRUCTION,CAN,"500,000 - 1,000,000",10+ years,1/31/2022
CD2112071634,45463.9,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",10+ years,12/14/2021
CD2201120464,34269.63,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",8 years,4/21/2022
CD2202260017,164977.5,OTHER,USA,"Over 10,000,000",10+ years,3/2/2022
CD2201120374,68526.36,LONG-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",5 years,2/13/2022
CD2112071416,48669.2,AGRICULTURE,USA,"500,000 - 1,000,000",10+ years,1/19/2022
CD2201120546,34418.34,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",7 years,3/22/2022
CD2112071305,108486,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,1/31/2022
CD2201120274,60183.5,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",10+ years,2/14/2022
CD2202280796,120995,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",5 years,3/21/2022
CD2201120563,39174.14,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,1/26/2022
CD2202260047,525469.51,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",3 years,4/5/2022
CD2201120578,12294.2,CONSTRUCTION,USA,"Under 250,000",10+ years,1/14/2022
CD2202280262,265907.82,CONSTRUCTION,USA,"Over 10,000,000",10+ years,3/11/2022
CD2201120775,65295,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,3/11/2022
CD2202280446,52588.83,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,4/11/2022
CD2201120734,44965.81,CONSTRUCTION,USA,"500,000 - 1,000,000",7 years,1/14/2022
CD2202280358,141245,RENTAL COMPANY,USA,"Over 10,000,000",10+ years,3/4/2022
CD2201280230,64400.07,CONSTRUCTION,USA,"500,000 - 1,000,000",2 years,3/7/2022
CD2202280519,29874.93,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,3/3/2022
CD2201120691,42795,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,2/14/2022
CD2202280369,269190.33,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",4 years,3/16/2022
CD2112141180,91206,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",8 years,12/16/2021
CD2202280409,81698,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,3/3/2022
CD2112141183,199064.9,RENTAL COMPANY,CAN,"250,000 - 500,000",3 years,3/3/2022
CD2107150649,40212.91,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,12/3/2021
CD2112150414,23029.21,AGRICULTURE,USA,"250,000 - 500,000",6 years,12/15/2021
CD2201260311,238096.35,CONSTRUCTION,USA,"Over 10,000,000",10+ years,2/23/2022
CD2201120797,148695,SHORT-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",9 years,4/8/2022
CD2202280877,50000,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",7 years,3/28/2022
CD2201120807,175145,OTHER,USA,"1,000,000 - 5,000,000",10+ years,1/13/2022
CD2201260316,37939.2,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,2/18/2022
CD2201280335,12957.38,CONSTRUCTION,USA,"1,000,000 - 5,000,000",2 years,1/28/2022
CD2201260303,45989,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",6 years,2/24/2022
CD2201130253,80811,CONSTRUCTION,CAN,"500,000 - 1,000,000",10+ years,5/17/2022
CD2202280952,31937.65,RENTAL COMPANY,USA,"500,000 - 1,000,000",4 years,3/3/2022
CD2112141190,16498.25,SHORT-HAUL TRANSPORTATION,CAN,"Under 250,000",1 year,12/24/2021
CD2202280703,156130.85,CONSTRUCTION,USA,"5,000,000 - 10,000,000",10+ years,3/3/2022
CD2112141208,75995,SHORT-HAUL TRANSPORTATION,CAN,"500,000 - 1,000,000",7 years,1/31/2022
CD2202280722,196795.71,CONSTRUCTION,USA,"Over 10,000,000",10+ years,3/23/2022
CD2112150370,36689.45,CONSTRUCTION,USA,"5,000,000 - 10,000,000",10+ years,12/15/2021
CD2107150640,75895,CONSTRUCTION,USA,"5,000,000 - 10,000,000",10+ years,7/28/2021
CD2102040005,10014.98,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,2/4/2021
CD2109090756,38137.7,AGRICULTURE,CAN,"Under 250,000",10+ years,9/13/2021
CD2103020928,44295,MATERIAL HANDLING,USA,"1,000,000 - 5,000,000",3 years,3/4/2021
CD2203010033,24771.15,CONSTRUCTION,USA,"Under 250,000",3 years,3/1/2022
CD2201310677,50274.5,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,4/12/2022
CD2202280759,120733.88,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",8 years,4/20/2022
CD2102040044,19045.37,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",7 years,4/13/2021
CD2202280812,72111.89,AGRICULTURE,USA,"1,000,000 - 5,000,000",10+ years,3/11/2022
CD2201310724,1124195,CONSTRUCTION,USA,"Over 10,000,000",7 years,2/22/2022
CD2010280381,26387.9,CONSTRUCTION,CAN,"500,000 - 1,000,000",8 years,3/15/2021
CD2201310796,92864.75,CONSTRUCTION,CAN,"Under 250,000",4 years,4/25/2022
CD2105190412,170130.56,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,5/28/2021
CD2201310925,47000.75,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",2 years,2/10/2022
CD2202280985,66636.27,SHORT-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",10+ years,3/25/2022
CD2201310684,59786.88,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,2/8/2022
CD2201260323,26768.05,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",0 years,3/14/2022
CD2201310772,145995,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,2/14/2022
CD2202281049,35595.5,SHORT-HAUL TRANSPORTATION,USA,"250,000 - 500,000",3 years,3/18/2022
CD2201311044,60577.14,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",0 years,4/13/2022
CD2202281059,43215,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",7 years,3/3/2022
CD2201311053,20287.42,LONG-HAUL TRANSPORTATION,USA,"500,000 - 1,000,000",2 years,2/23/2022
CD2202280872,16144.79,LONG-HAUL TRANSPORTATION,USA,"250,000 - 500,000",4 years,3/16/2022
CD2201310934,156495,CONSTRUCTION,USA,"1,000,000 - 5,000,000",9 years,3/8/2022
CD2101180774,68995,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",6 years,1/21/2021
CD2201310798,52855,SHORT-HAUL TRANSPORTATION,CAN,"500,000 - 1,000,000",7 years,4/7/2022
CD2202281065,350870,CONSTRUCTION,CAN,"Over 10,000,000",10+ years,3/28/2022
CD2201310846,46779.97,FORESTRY,USA,"Under 250,000",7 years,2/4/2022
CD2202281032,172854.82,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,3/4/2022
CD2201310692,23800,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",4 years,2/24/2022
CD2107150767,94995,LONG-HAUL TRANSPORTATION,USA,"Over 10,000,000",10+ years,8/11/2021
CD2201310770,76389.65,FORESTRY,USA,"250,000 - 500,000",10+ years,3/31/2022
CD2201260326,25526.28,CONSTRUCTION,USA,"250,000 - 500,000",3 years,2/28/2022
CD2201040322,36000,AGGREGATE,USA,"500,000 - 1,000,000",8 years,1/4/2022
CD2203011187,36785.4,MATERIAL HANDLING,USA,"250,000 - 500,000",5 years,4/11/2022
CD2201310725,9745,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,2/7/2022
CD2105261169,168746.5,LONG-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",6 years,6/3/2021
CD2201040344,38922.77,CONSTRUCTION,USA,"Under 250,000",10+ years,1/7/2022
CD2203011189,107225.59,CONSTRUCTION,USA,"Over 10,000,000",10+ years,3/2/2022
CD2201310868,97995,AGRICULTURE,CAN,"500,000 - 1,000,000",4 years,2/8/2022
CD2203010917,44880,LONG-HAUL TRANSPORTATION,CAN,"500,000 - 1,000,000",8 years,3/24/2022
CD2201310735,39490.68,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",10+ years,3/31/2022
CD2203011152,195995,CONSTRUCTION,USA,"1,000,000 - 5,000,000",5 years,4/1/2022
CD2201311001,230000,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",5 years,2/8/2022
CD2202281110,106781.13,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",6 years,3/8/2022
CD2201040286,231933,CONSTRUCTION,USA,"Over 10,000,000",4 years,1/11/2022
CD2203010399,23669.5,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",1 year,3/14/2022
CD2201040280,23704.01,CONSTRUCTION,USA,"500,000 - 1,000,000",6 years,3/16/2022
CD2203010448,36159.9,CONSTRUCTION,USA,"500,000 - 1,000,000",4 years,3/23/2022
CD2202010415,43904.01,CONSTRUCTION,USA,"250,000 - 500,000",5 years,2/28/2022
CD2203010663,75372,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,5/17/2022
CD2201040222,48995,CONSTRUCTION,CAN,"500,000 - 1,000,000",2 years,1/10/2022
CD2203010686,24447.92,FORESTRY,USA,"1,000,000 - 5,000,000",10+ years,3/7/2022
CD2201040199,71330,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,1/6/2022
CD2203011129,15307.17,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,3/14/2022
CD2201040220,23818.77,CONSTRUCTION,USA,"250,000 - 500,000",8 years,1/10/2022
CD2203010967,58567.35,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",10+ years,3/7/2022
CD2201040309,35995,CONSTRUCTION,USA,"Under 250,000",10+ years,1/21/2022
CD2107150823,48790,SHORT-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",8 years,7/23/2021
CD2201040319,60189.75,CONSTRUCTION,CAN,"500,000 - 1,000,000",10+ years,3/7/2022
CD2203010650,41688,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",5 years,3/14/2022
CD2201040300,68140,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",0 years,12/31/2021
CD2105261189,85617,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",4 years,6/14/2021
CD2201040716,75345,MINING,USA,"Over 10,000,000",8 years,2/24/2022
CD2105270353,29371.93,SHORT-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",10+ years,6/1/2021
CD2201040435,25164,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",0 years,2/22/2022
CD2203010876,199140,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,5/2/2022
CD2102040007,69373.55,MANUFACTURING,USA,"5,000,000 - 10,000,000",10+ years,3/8/2021
CD2105261327,162415.05,CONSTRUCTION,CAN,"Over 10,000,000",10+ years,5/31/2021
CD2201040637,41940,LONG-HAUL TRANSPORTATION,USA,"Under 250,000",4 years,1/28/2022
CD2203010430,116195,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,3/30/2022
CD2201040656,38188.35,LONG-HAUL TRANSPORTATION,CAN,"Under 250,000",8 years,4/14/2022
CD2203010446,275797,SHORT-HAUL TRANSPORTATION,USA,"Over 10,000,000",9 years,5/17/2022
CD2201040639,58395,LONG-HAUL TRANSPORTATION,USA,"1,000,000 - 5,000,000",6 years,2/16/2022
CD2203010365,25995,CONSTRUCTION,USA,"Under 250,000",10+ years,5/16/2022
CD2201040651,22865,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,1/6/2022
CD2203010926,68239.25,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,3/3/2022
CD2201040642,37234.39,CONSTRUCTION,USA,"500,000 - 1,000,000",10+ years,1/7/2022
CD2203010477,14776.35,SHORT-HAUL TRANSPORTATION,USA,"Under 250,000",3 years,4/6/2022
CD2202010580,134594.22,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,4/20/2022
CD2203010944,31477,MANUFACTURING,CAN,"Under 250,000",10+ years,3/29/2022
CD2201050155,60990,CONSTRUCTION,CAN,"Under 250,000",7 years,1/13/2022
CD2203010492,77990,AGRICULTURE,CAN,"1,000,000 - 5,000,000",10+ years,4/29/2022
CD2202010595,117049.39,CONSTRUCTION,CAN,"1,000,000 - 5,000,000",10+ years,3/18/2022
CD2203010326,9879.74,MATERIAL HANDLING,USA,"500,000 - 1,000,000",10+ years,3/30/2022
CD2112310171,124676.67,CONSTRUCTION,USA,"1,000,000 - 5,000,000",8 years,1/5/2022
CD2203010331,43093.72,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",9 years,3/22/2022
CD2202010513,175101.66,CONSTRUCTION,USA,"250,000 - 500,000",10+ years,3/2/2022
CD2203010744,260792.29,CONSTRUCTION,USA,"250,000 - 500,000",7 years,3/23/2022
CD2112141150,32630,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,3/14/2022
CD2203010694,20957.2,CONSTRUCTION,USA,"1,000,000 - 5,000,000",7 years,3/10/2022
CD2112150487,45708,CONSTRUCTION,USA,"500,000 - 1,000,000",6 years,2/15/2022
CD2105261230,63985,AGRICULTURE,CAN,"500,000 - 1,000,000",10+ years,5/27/2021
CD2112150536,54995,CONSTRUCTION,USA,"Under 250,000",8 years,12/22/2021
CD2105190504,31130,SHORT-HAUL TRANSPORTATION,CAN,"250,000 - 500,000",8 years,5/26/2021
CD2112150494,182750,SHORT-HAUL TRANSPORTATION,CAN,"1,000,000 - 5,000,000",9 years,12/20/2021
CD2105190721,46535,LONG-HAUL TRANSPORTATION,CAN,"Over 10,000,000",8 years,5/21/2021
CD2010210459,33724.28,CONSTRUCTION,CAN,"500,000 - 1,000,000",10+ years,2/22/2021
CD2105181519,15496.84,CONSTRUCTION,USA,"250,000 - 500,000",4 years,6/17/2021
CD2102040327,116095,RENTAL COMPANY,USA,"1,000,000 - 5,000,000",7 years,3/9/2021
CD2105190970,177285,CONSTRUCTION,USA,"1,000,000 - 5,000,000",10+ years,6/16/2021
CD2105130252,139520.57,LONG-HAUL TRANSPORTATION,CAN,"Over 10,000,000",10+ years,5/18/2021
CD2203011050,52182.5,OTHER,CAN,"1,000,000 - 5,000,000",10+ years,3/11/2022
CD2112141271,4864.39,CONSTRUCTION,USA,"500,000 - 1,000,000",5 years,12/16/2021
